track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
Have A Nice Day,Bon Jovi,spotify:track:06Zz2l7cVTCTgCNDe1bnEF,0.5,0.899,-4.066,,4.84E-05,0.000198,0.0794,0.566,229107,29.83699,1
Tempo,Chris Brown,spotify:track:0709StHzSeXpdj2zmqF2o2,0.769,0.482,-7.205,0.0502,0.192,0,0.0903,0.487,218744,25.56121,1
These Boots Are Made For Walkin',Jessica Simpson,spotify:track:073XJnVOC3V2S8WPe3m0hn,0.779,0.818,-7.7,,0.0101,0.000381,,0.75,238773,45.27831,1
The Whole World,OutKast Featuring Killer Mike,spotify:track:074v54tSEWLbq3Hu5wf6uh,0.815,0.852,-6.176,,0.0958,1.32E-06,0.0288,0.717,295347,36.82961,1
God Bless America,Daniel Rodriguez,spotify:track:075DlN1s3ii0KiN9MIXDjW,0.16,0.591,-3.838,0.0381,0.93,0.0379,0.497,0.306,168147,31.51619,1
Drifting,Jesse Taylor,spotify:track:077Zm72zTEBvqYxvcBNUes,0.569,0.646,-8.968,,0.291,0.0127,0.359,0.271,246000,75.95655,0
Drifts,After The Burial,spotify:track:07a1Ve6tUC4c231BOJpXKm,0.256,0.983,-3.528,,1.57E-05,0.194,0.102,0.0673,249587,84.61857,0
This Ain't No Love Song,Trace Adkins,spotify:track:07A3gDZJo7rKavXtgEXZY9,0.502,0.87,-5.06,,0.0688,0.000386,0.126,0.545,200680,99.26444,1
I Love How You Love Me - Live,Jeff Mangum,spotify:track:07ARfS39HSzPfEWZS8opOs,0.371,0.692,-9.981,0.241,0.851,3.79E-06,0.859,0.511,206773,34.41586,0
Oh,Sleater-Kinney,spotify:track:07Blirr9VNKzDIuK3E62BU,0.333,0.947,-4.289,0.103,0.145,0,0.0937,0.548,238267,47.25084,0
This Fire,Killswitch Engage,spotify:track:07ceEXOyS7ghQkyCOycXwP,0.447,0.993,-3.022,,1.56E-05,0.027,0.474,0.108,189667,40.02372,0
You Do The Science,Brandtson,spotify:track:07eeUsDyTcashxYps5vPf4,0.613,0.98,-5.549,,0.00799,1.47E-06,0.0488,0.34,182080,20.52151,0
Lie,NF,spotify:track:07FkzikE6FuHIa8Ma7zJGc,0.513,0.661,-6.419,,0.161,0,,0.179,209213,62.34133,1
He Could Be The One,Hannah Montana,spotify:track:07HPV6hzecJmMJwsIX8YVU,0.602,0.894,-3.975,,0.00154,0,,0.643,180800,26.33832,1
Mi Destino,Allison,spotify:track:07MWoC4pmDx3N3dEHvRh88,0.447,0.627,-6.747,,0.0785,0,,0.51,205729,21.69549,0
Punk Rock Is Not Dangerous Anymore,Yesterday's Ring,spotify:track:07NkvhZA6uynNc1qqkqBVi,0.682,0.432,-7.962,,0.44,0.00765,0.503,0.434,165973,41.27424,0
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,spotify:track:07o54snAilKYHsW8bGFe9x,0.486,0.694,-5.8,0.141,0.574,0,0.125,0.248,216413,28.07719,1
Steel Maker,Voltax,spotify:track:07of23YFYViVycP7yDN53N,0.412,0.932,-4.673,0.0542,7.11E-05,0.00352,,0.587,167160,98.69698,0
Symphonic Metal - Original Mix,Tuomas Rantanen,spotify:track:07pMRRmT23DK14XW0FTwt7,0.576,0.995,-7.64,0.0545,0.0161,0.818,0.722,0.743,409693,52.73281,0
Feds Watching,2 Chainz Featuring Pharrell,spotify:track:07RXBKfyCYIYRMLCvlGWXU,0.79,0.875,-6.55,0.091,0.0476,0,,0.759,247013,32.74513,1
The Metal East,Lightning Bolt,spotify:track:07sf0sHi8ZlmdN0hUZWgtI,0.146,0.991,-2.148,,1.19E-05,0.772,,0.387,252657,65.6194,0
Type Of Way,Rich Homie Quan,spotify:track:07sOl7WsmCaUqaJaRn9Dss,0.846,0.497,-10.174,,0.146,0,,0.796,261321,29.4101,1
Cupid Shuffle,Cupid,spotify:track:07Tx168RSsUS1HqkDIOZbH,0.785,0.582,-4.877,0.237,0.191,0,0.2,0.861,231360,47.51155,1
Time (Ambient),The American Dollar,spotify:track:07v4QVDM4ADCwCdkqd7Vti,0.107,0.226,-14.697,0.0357,0.965,0.915,0.12,0.0368,312038,30.36169,0
The Book of Heavy Metal (March of the Metallians),Dream Evil,spotify:track:07Vk1JPd5MgBJxdrMpnLNh,0.386,0.944,-4.334,0.0941,6.79E-05,0.0153,0.338,0.374,325800,28.60038,0
VIOLATION DOMAIN (Benediction cover),Ghusa,spotify:track:07vO12zBbZ7VsNwaiU2bZV,0.175,0.979,-4.67,,1.87E-05,0.705,0.219,0.0509,227480,59.08017,0
You And Me,Lifehouse,spotify:track:0815caqt2Lytro5EIzMufT,0.459,0.427,-7.734,0.0267,0.114,0,,0.354,195493,33.62282,1
Gopher,Yma Sumac,spotify:track:081siJKg4YrdaluvnBUEhn,0.614,0.516,-7.126,0.116,0.811,3.00E-05,0.0796,0.83,136520,25.36003,0
Games,Luke Bryan,spotify:track:085lgcfCstjd3AjWDAt2OX,0.515,0.907,-3.451,,0.194,0,,0.836,176293,32.93292,1
Rêverie,Claude Debussy,spotify:track:086sjLPEqdKBgTxbTeCLCv,0.251,0.00904,-31.599,,0.995,0.922,0.0779,0.0819,233400,23.72509,0
The Dragonborn Comes,Malukah,spotify:track:088R698G2RAP4fHFBc6zVV,0.321,0.147,-15.459,,0.925,0.00204,0.107,0.223,121000,69.5378,0
Friends,Marshmello & Anne-Marie,spotify:track:08bNPGLD8AhKpnnERrAc6G,0.626,0.88,-2.384,,0.205,0,,0.534,202621,27.17521,1
Unanswered,Suicide Silence,spotify:track:08c44mv6lHEfUHlPtVg8Yp,0.329,0.993,-3.416,0.0969,1.69E-05,0.641,0.342,0.378,135653,44.81194,0
Why Ya Wanna,Jana Kramer,spotify:track:08f0fHqZigPgPHCfRjk8SC,0.299,0.676,-3.187,,0.273,0,0.113,0.298,221373,44.47779,1
That Girl,Marques Houston,spotify:track:08fhbfRSg7eEH0IZT7pB6a,0.683,0.552,-5.139,,0.548,0,,0.519,215960,39.97337,1
Jump Then Fall,Taylor Swift,spotify:track:08gavXombT6KR0af88i9tA,0.618,0.687,-5.737,0.0271,0.111,0,,0.82,237067,71.51535,1
Stranger In My House,Tamia,spotify:track:08GOEVXupC6ECbulhPGQKm,0.676,0.601,-4.905,0.0297,0.103,0,0.147,0.206,285387,61.03051,1
Neville's Waltz,Patrick Doyle,spotify:track:08IA5pdUxV881M3pFBKepS,0.246,0.073,-21.086,,0.957,0.924,0.1,0.126,129053,29.77851,0
Idiot Savant,The Queers,spotify:track:08KlEeLR2zlNJILbDtXhyY,0.527,0.909,-3.894,0.0293,0.00297,0,0.122,0.948,163047,57.22657,0
Chariot,Gavin DeGraw,spotify:track:08kTO4EW0jb07zNsCNM83w,0.281,0.779,-5.104,0.0514,0.0437,0,0.37,0.344,239173,102.20135,1
I Wish I Could Sleep,Nymano,spotify:track:08lctzE8dgIbSfyz84XHNr,0.682,0.328,-6.41,0.0342,0.73,0.9,0.0978,0.302,119754,39.99627,0
Love You,Jack Ingram,spotify:track:08mW3TDbM23kCPQ7PT9J39,0.587,0.885,-4.847,0.042,0.0606,1.22E-05,,0.778,163733,24.07038,1
White Liar,Miranda Lambert,spotify:track:08NPIspzvBNj88lHalgA4V,0.35,0.777,-4.33,,0.0499,0.000742,,0.419,287760,32.37916,1
White Liar,Miranda Lambert,spotify:track:08NPIspzvBNj88lHalgA4V,0.35,0.777,-4.33,,0.0499,0.000742,0.413,0.419,287760,32.37916,1
Oshakashama,RADWIMPS,spotify:track:08PQgCL2WTNuMKAnbKC9jV,0.451,0.978,-2.358,0.179,0.0207,0.000366,,0.702,228147,34.43046,0
Working On A Dream,Bruce Springsteen,spotify:track:08QZBupqwLXOalOpgiTi5e,0.555,0.772,-7.292,0.025,0.000462,0,0.22,0.711,208947,50.40773,1
Start The Commotion,The Wiseguys,spotify:track:08Ty4imIKiJwamGWHuW0y8,0.688,0.979,-4.196,0.0491,0.00039,0.717,,0.958,225360,18.73716,1
Blame It,Jamie Foxx Featuring T-Pain,spotify:track:08uGhvS5MfBk7crUCpnjva,0.673,0.614,-5.426,,0.0782,0,0.139,0.362,289747,50.20855,1
Dear Lie,TLC,spotify:track:08vjsE3N31ai3ARwj5uW2i,0.548,0.444,-8.734,0.0293,0.0376,0,0.179,0.243,310760,38.79291,1
Savior,Rise Against,spotify:track:08VSHPi78qMEyWHKXJW8Lk,0.339,0.931,-3.425,,0.0015,0.000142,0.425,0.467,242280,40.73236,0
It Ain't My Fault,Brothers Osborne,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,0.735,0.831,-5.898,,0.00166,0.217,0.291,0.756,216800,29.5088,1
Battery,Pagandom,spotify:track:08YuO5IDuS1e2E2DOCbj7V,0.599,0.825,-9.688,0.0345,8.93E-05,0.0803,0.043,0.56,273427,45.47904,0
Sri Lalitha Sahasranamam,Mambalam Sisters,spotify:track:08zwsTsonRiiiBIy4ghZNE,0.701,0.247,-12.655,0.144,0.778,0,,0.7,2104347,56.68266,0
Perdido,Allison,spotify:track:090Ap2BoJMcDNeL1Qg3cNI,0.555,0.94,-6.527,,0.0108,2.16E-06,0.219,0.706,184692,66.85767,0
Believe,Staind,spotify:track:098lPAWl2OmsCx64TXH5OQ,0.537,0.736,-4.721,0.0284,0.000659,0.00281,0.15,0.227,257307,44.06161,1
(If You're Wondering If I Want You To) I Want You To,Weezer,spotify:track:09aDV0TC2RfWFU5IwZfIdG,0.695,0.873,-5.722,0.0392,0.00163,0.000198,0.154,0.799,208773,49.23985,1
Closer To Love,Mat Kearney,spotify:track:09b5vch8cDyMN8vYA2lEwk,0.641,0.601,-8.51,0.0337,0.508,9.33E-06,0.121,0.553,217560,33.38243,1
Morseton 2.0 (Elektro Pop Cut),Heiko & Maiko,spotify:track:09bpFdtehR5LfoBrfTAWn5,0.924,0.629,-6.753,0.074,0.00401,0.805,,0.543,202284,34.72338,0
First Bridge,Voyager,spotify:track:09g7JMQLhGPspMm1hfeqCc,0.0777,0.083,-27.513,0.0436,0.93,0.707,,0.0394,128672,24.9465,0
"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",Alan Menken,spotify:track:09HBvmj0dUeQYHGbKJefR5,0.0912,0.195,-16.486,0.0366,0.811,0.786,0.27,0.158,86187,42.51191,0
Over Now,Post Malone,spotify:track:09IOPhEh1OMe0HD9b36FJk,0.569,0.777,-4.041,0.0834,0.139,0,,0.181,246987,47.60325,1
The Middle,"Zedd, Maren Morris & Grey",spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,-3.061,,0.171,0,0.112,0.437,184732,20.25545,1
I Could Use A Love Song,Maren Morris,spotify:track:09iyGiljLWRYXdRazFkdtJ,0.638,0.634,-6.474,0.0468,0.214,0,0.0866,0.473,196422,49.56391,1
Blood Bound,Hammerfall,spotify:track:09KGVAPbTOZkF89yTxxnTV,0.435,0.942,-5.089,0.0783,0.0108,0.00156,0.0845,0.274,230600,50.70928,0
(You Want To) Make A Memory,Bon Jovi,spotify:track:09ln4QumFqjIkfCFiW9aRk,0.51,0.417,-7.583,,0.111,6.36E-05,0.116,0.145,276453,59.09594,1
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,spotify:track:09lqmgrszQIGrS5tFlrmhE,0.66,0.65,-10.516,,0.0543,0,0.237,0.685,238387,23.62248,1
Call Out My Name,The Weeknd,spotify:track:09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,-4.954,,0.17,0,,0.175,228373,26.01458,1
Worlds Collide,Apocalyptica,spotify:track:09mI7zWburIky0YaG4K3Wc,0.393,0.728,-6.849,,0.00137,0.858,,0.0763,268227,18.63735,0
The Forest Whispers My Name (made famous by Cradle Of Filth),Willow Wisp,spotify:track:09ni4KV0bJ2gNdp04ArObp,0.233,0.976,-4.162,,0.000163,0.85,0.134,0.246,266547,46.90848,0
A Woman's Love,Alan Jackson,spotify:track:09PAfjdMXMoTLwhYffyfIu,0.593,0.512,-10.268,,0.519,0.0507,,0.407,253640,56.16255,1
Icky Thump,The White Stripes,spotify:track:09QZAEmdbq28OaNyqTOEvY,0.424,0.632,-7.243,,0.021,0.0117,,0.356,254533,42.52066,1
Dirt Off Your Shoulder,JAY-Z,spotify:track:09RtW6BK033KbAGPRmM57W,0.785,0.68,-6.726,0.326,0.0311,5.36E-06,,0.745,245733,24.32065,1
Feierabend in Kiew - Rock Remix by Tweakerray,KiEw,spotify:track:09Snuu70nmC9dJcyWIftne,0.482,0.906,-6.105,,0.0825,0.623,0.387,0.18,246880,25.44048,0
Say Something,Justin Timberlake Featuring Chris Stapleton,spotify:track:09ts3GnICqYEU5PkQCpJK3,0.707,0.632,-7.031,,0.103,1.09E-05,0.0841,0.372,278893,54.15764,1
Got Ur Self A...,Nas,spotify:track:09wQdd0JQbkp9yKfRfwhjG,0.699,0.869,-4.263,0.238,0.0118,0,0.0982,0.616,228627,28.28307,1
High,Big Sean Featuring Wiz Khalifa,spotify:track:09yhMTRqQ1I1dniu3PoIQi,0.674,0.932,-4.876,0.0718,0.0363,0,0.0576,0.826,180333,71.26194,1
For The First Time,The Script,spotify:track:09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,-4.78,,0.0328,0,0.183,0.358,252853,55.94632,1
Evier metal - Live,Ultra Vomit,spotify:track:0A4nANrjLbc1e5HNrXFUCq,0.315,0.984,-4.751,,0.00151,0.000775,,0.141,266041,99.3756,0
Improvisation #2,Lee Konitz,spotify:track:0a4wexRBb8XRWdLbv5Uoqh,0.599,0.0154,-20.011,,0.989,0.00012,0.407,0.61,581013,42.03455,0
Take Back The Night,Justin Timberlake,spotify:track:0a4ZGSRZOgspQy2HYzU82l,0.588,0.664,-5.18,0.159,0.043,4.30E-05,,0.333,353160,42.38682,1
Relentless Mutation,Archspire,spotify:track:0a5M9DltcncHl3DKErFmD3,0.52,0.909,-5.461,0.0544,0.00616,0.635,,0.311,274598,42.24989,0
4 Chants pour franchir le seuil: II. Interlude: La mort de la civilisation,Gérard Grisey,spotify:track:0a5y1uhDogTQ9nzPBcJ8fG,0.364,0.00398,-25.144,,0.955,9.32E-06,,0.039,424573,78.34494,0
Tera Pyar Ja Hunda Janda Hai,Kartar Ramla,spotify:track:0A6qTU33lCPhLJqnhFVfK4,0.457,0.392,-13.23,,0.976,0.82,0.147,0.827,306105,52.15034,0
"Dance, Dance",Fall Out Boy,spotify:track:0a7BloCiNzLDD9qSQHh5m7,0.62,0.961,-3.198,0.154,0.00523,0,0.0854,0.449,180267,25.99299,1
Black Sun,Konkhra,spotify:track:0a7VMkBizSSdYJ2PZxEFf7,0.342,0.791,-10.408,0.0817,0.000673,0.831,0.204,0.516,289568,38.49115,0
This Is Why I'm Hot,Mims,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,0.621,0.6,-6.349,0.576,0.277,0,,0.485,253707,36.6584,1
More,Usher,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,-2.628,0.0543,0.00166,0,0.348,0.794,219987,32.80755,1
Sydänvalkea - Folk Aesthetic Version,Tenhi,spotify:track:0AbtAK8WDa2kAuJ16P3LvW,0.385,0.39,-17.01,0.0368,0.6,0.832,0.0807,0.0672,266093,24.98002,0
Love Scars 3,Trippie Redd,spotify:track:0AcicReEGm1qcENjqzh1Tg,0.544,0.524,-7.914,0.0621,0.136,0,0.106,0.117,129429,60.21666,1
Get It On Tonite,Montell Jordan,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,0.807,0.498,-9.91,0.0755,0.259,3.04E-05,,0.857,277413,29.42822,1
Ain't My Fault,Zara Larsson,spotify:track:0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,-4.825,0.0296,0.00778,0,0.285,0.355,224031,42.98133,1
The Quack - Club Dub,What So Not,spotify:track:0ADtniZOo0EFJONiqVks3B,0.778,0.695,-8.134,0.29,0.0246,0.106,0.341,0.728,249878,28.16637,0
Far Away,Nickelback,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,0.518,0.797,-5.153,,0.000696,0,0.107,0.293,238173,37.16623,1
Bone Dry,Tristam,spotify:track:0adZjn5WV3b0BcZbvSi0y9,0.553,0.857,-5.901,0.265,0.372,0.000314,,0.318,285000,25.88393,0
Path Through The Forest,The Factory,spotify:track:0aekVuHiYMJLUGtVwITVMq,0.414,0.921,-5.486,0.0551,0.00182,0.811,0.146,0.658,238693,39.83845,0
Anyway,Martina McBride,spotify:track:0AezqhM99T5CS0mrEz3OM3,0.527,0.503,-6.769,,0.0971,1.98E-05,0.107,0.305,280867,54.82456,1
All of California and Everyone Who Lives There Stinks,World / Inferno Friendship Society,spotify:track:0Af2cn4V5LwMfHnBmam46s,0.711,0.504,-6.544,0.0378,0.00122,0.107,0.191,0.101,214413,53.89954,0
Galway Girl,Ed Sheeran,spotify:track:0afhq8XCExXpqazXczTSve,0.624,0.876,-3.374,0.1,0.0735,0,,0.781,170827,49.50545,1
Bother,Stone Sour,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,0.272,0.281,-7.634,,0.388,2.29E-05,0.158,0.141,240400,46.43823,1
Why,Andrew Bird,spotify:track:0agdM9Cwqz4f8CuWKW3A1p,0.713,0.419,-9.866,,0.0533,0.0271,,0.446,211200,41.37868,0
U Already Know,112 Featuring Foxy Brown,spotify:track:0ahRDzkKq0KEi7FRoHb0qk,0.694,0.511,-9.34,0.0449,0.274,0,0.166,0.931,198880,20.94607,1
Oil And Water - Ambient,The American Dollar,spotify:track:0ahtyJIfkd8LjfD0JGmw8L,0.203,0.414,-11.273,0.032,0.904,0.927,,0.071,177933,59.64704,0
Wut,Girl Unit,spotify:track:0aiCRTUgEMeU68fIXfOFnq,0.501,0.794,-7.052,0.0267,0.00109,0.94,0.277,0.134,419056,55.34634,0
Drowning,Backstreet Boys,spotify:track:0AiTIiCQ15NW8QHQwSxKuR,0.568,0.782,-5.968,,0.0799,0,0.0985,0.481,267227,32.11027,1
Senorita,Justin Timberlake,spotify:track:0aj2QKJvz6CePykmlTApiD,0.841,0.629,-5.351,0.0442,0.0729,0,0.0742,0.87,294867,38.04473,1
Behind These Hazel Eyes,Kelly Clarkson,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,-4.682,0.0382,0.00165,0.00109,,0.425,198973,39.44577,1
Kiss You,One Direction,spotify:track:0AkQbXGN4KG34TS7xLrM68,0.63,0.934,-2.559,0.0589,0.0186,0,,0.905,182960,26.72317,1
Metal Malóka,Claustrofobia,spotify:track:0AlAxvaKdHWV30i4dZ24wK,0.214,0.998,-1.78,0.322,0.227,7.33E-06,0.342,0.055,212400,88.27606,0
10 Freaky Girls,Metro Boomin Featuring 21 Savage,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,-9.931,,0.588,0,0.102,0.0727,208293,36.82959,1
Hey Hey - Mousse T.'s House Masters Re-Rub,Dennis Ferrer,spotify:track:0amENIBedIfsebJmIjGUJU,0.898,0.601,-6.944,0.0564,0.00659,0.0228,0.0503,0.428,441992,133.37117,0
Bu-ikikaesu!!,MAXIMUM THE HORMONE,spotify:track:0aO3OoQ9VdjiefNa2lwLnn,0.369,0.983,-1.327,0.153,0.000248,4.70E-06,0.234,0.712,234840,25.08664,0
Goodnight N Go,Ariana Grande,spotify:track:0ao5xnzWNAt0dZFF6v4Sct,0.603,0.611,-4.177,0.0322,0.158,0,,0.158,188787,45.65224,1
Fireman,Lil Wayne,spotify:track:0aq7ohTG6VDYQvsnAYtA5e,0.682,0.723,-4.628,,0.0109,0,,0.365,263547,95.72545,1
A Whole New World (Plie: 3/4),Lisa Harris,spotify:track:0aQHiQriTpSCRWZujKiIHw,0.332,0.0534,-20.469,,0.977,0.923,,0.196,114920,21.1832,0
Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",spotify:track:0Aqlt4N5h6rUtKnd09VXpr,0.863,0.514,-7.243,0.249,0.0419,0,,0.843,271160,26.96862,1
Dilemma,Nelly Featuring Kelly Rowland,spotify:track:0ARK753YaiJbpLUk7z5yIM,0.727,0.552,-8.074,,0.227,0.000164,,0.607,289160,48.44116,1
Wild At Heart,Gloriana,spotify:track:0As5NstLxpNgAowtusWsnb,0.583,0.859,-4.009,0.0389,0.0183,0,,0.772,223573,51.20063,1
Mercy,Shawn Mendes,spotify:track:0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,-4.952,,0.125,0,,0.356,208733,26.26902,1
Blood On Iron,Battlerage,spotify:track:0AsCFzJaUtfM5FMJWg5OY5,0.366,0.935,-3.928,,0.00017,0.0199,,0.352,218560,66.07708,0
Run the World!!!,Dayglow,spotify:track:0AsUVUloJ52ZCXmqrMFgOI,0.706,0.631,-7.711,0.0553,0.158,0.000607,,0.424,176250,48.39596,0
falling down (feat. shiloh),Nohidea,spotify:track:0ASYuzPsTBA6ZmIsuvNZby,0.783,0.319,-16.088,,0.909,0.157,0.326,0.525,96000,12.91193,0
Boo'd Up,Ella Mai,spotify:track:0At2qAoaVjIwWNAqrscXli,0.561,0.779,-5.107,0.0531,0.0862,0,,0.235,256064,23.49649,1
Magic Stick,Lil' Kim Featuring 50 Cent,spotify:track:0aULRU35N9kTj6O1xMULRR,0.849,0.499,-7.872,,0.117,4.97E-05,,0.504,359973,54.34697,1
What Now,Rihanna,spotify:track:0aUWfpD3PlSv3FTTKcT2rN,0.402,0.696,-4.799,0.0448,0.0476,0,,0.227,243093,31.53643,1
The House Of Lost Hope,Joey Fehrenbach,spotify:track:0AVUmIkyhpsrxlvaPIWE1u,0.741,0.806,-7.565,0.0423,0.0308,0.9,0.138,0.97,332640,19.25348,0
If Heaven Wasn't So Far Away,Justin Moore,spotify:track:0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,-6.086,0.0325,0.0434,0,0.219,0.376,223280,40.16541,1
At First Light,Bolt Thrower,spotify:track:0ax9nvLVe4wE4AeFHu6s7e,0.18,0.979,-7.762,0.342,1.09E-05,0.466,0.109,0.0658,278760,50.5704,0
Blood Bound,Hammerfall,spotify:track:0AxCQD9rF94pV5AORGnP3m,0.435,0.942,-5.089,0.0783,0.0108,0.00156,0.0845,0.274,230600,50.70928,0
The Crystal Palace,Forlorn,spotify:track:0AxHgqW0MQkFiJDjlsXI9e,0.423,0.954,-7.985,0.0786,0.00142,0.835,,0.0639,307801,24.86722,0
Amarillo Sky,Jason Aldean,spotify:track:0axUHkhMMY0YSC1jFBVWqv,0.491,0.776,-3.887,0.0393,0.314,0,0.146,0.428,202547,37.86861,1
Mr. Too Damn Good,Gerald Levert,spotify:track:0ayO9HLU8fRymoiFMVHqy3,0.804,0.322,-10.001,0.0344,0.354,0,,0.31,271560,28.03162,1
Charade,Nicola Conte,spotify:track:0azArIwW689jNYvLFusbvH,0.631,0.932,-7.224,,0.346,0.358,0.112,0.866,317571,62.27004,0
Vagamarathin - Duet Version,M. G. Sreekumar,spotify:track:0aZB01yTDvIb7XPOEtfton,0.742,0.753,-6.954,,0.244,0,0.105,0.64,192640,48.86994,0
This Is What You Came For,Calvin Harris Featuring Rihanna,spotify:track:0azC730Exh71aQlOt9Zj3y,0.63,0.928,-2.787,,0.199,0.124,,0.465,222160,31.9716,1
Nocturnal,The Black Dahlia Murder,spotify:track:0b01eiSseb2nvVa9izc2rJ,0.302,0.984,-3.142,0.125,0.000101,2.91E-06,,0.165,192933,35.96933,0
Improvisation 7,Joe Mcphee,spotify:track:0B0FsdzH1KyPL1kFFj4taf,0.707,0.296,-18.721,,0.945,0.696,0.0245,0.71,162507,58.22997,0
Automatic,Miranda Lambert,spotify:track:0B0y2FImat9j9MJTNRZWfW,0.591,0.703,-6.211,0.0256,0.0435,2.34E-06,0.145,0.402,247827,46.39937,1
On Fire,Lloyd Banks,spotify:track:0B2ZuTLZnWQ6gz8RlNwBu1,0.759,0.825,-4.289,,0.0923,0.00057,,0.429,187280,74.85128,1
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",spotify:track:0B3FovCVaGKS5w1FTidEUP,0.603,0.602,-7.083,0.23,0.049,0,,0.595,248472,96.12728,1
Metal Negro,Imperius Profanus,spotify:track:0b3Pbb3HX0tILWwIHcSHLO,0.168,0.995,-1.236,0.293,1.35E-06,0.972,0.184,0.0699,253907,38.08046,0
A Hole In the Bucket - Live,Harry Belafonte,spotify:track:0B3SMXLximJvHXUSKsB75A,0.407,0.122,-22.966,,0.705,0,0.964,0.674,269933,35.40766,0
Scholarships,Drake & Future,spotify:track:0B5OTb36fzLayn6XQHg5A1,0.556,0.416,-9.319,0.369,0.0966,1.19E-05,,0.256,209288,52.32592,1
Ocean Drive,Duke Dumont,spotify:track:0b6wdul3A5sQNpIOv03OxP,0.686,0.718,-5.054,0.0431,0.00637,0.000703,,0.557,206320,52.41884,0
Victorius,Archipel,spotify:track:0B7wAoTn9bhn2GbUXwxa5s,0.611,0.627,-8.923,,0.141,0.00569,0.208,0.208,292780,61.01776,0
Acédie,Nocturnal Depression,spotify:track:0b8jaIGOtGM3rWFTTh7VmP,0.155,0.827,-3.502,0.0522,1.28E-05,0.478,,0.297,458710,63.70087,0
Money Longer,Lil Uzi Vert,spotify:track:0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,-7.817,,0.0541,0,0.108,0.478,198944,29.10278,1
Somebody Like You,Keith Urban,spotify:track:0b9djfiuDIMw1zKH6gV74g,0.624,0.84,-5.768,,0.108,0.000546,0.144,0.656,323040,22.49785,1
Cul De Sac,Duncan Fellows,spotify:track:0B9uOQLoka1Y458X29wxvo,0.353,0.599,-7.07,,0.0778,0.0526,0.111,0.291,201068,39.5411,0
Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,-7.215,0.0279,0.599,0.0112,,0.261,307880,30.67225,1
Nuage III,Sylvain Chauveau,spotify:track:0Bcuj4k7SGogLXBa6NhcCN,0.219,0.12,-13.031,,0.592,0.101,0.107,0.0393,151800,29.67568,0
H.O.L.Y.,Florida Georgia Line,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.523,0.666,-4.081,,0.401,0,,0.564,194187,47.92977,1
Feblu,Flughand,spotify:track:0BD9XqvXSSxlHsdBlLKhqA,0.769,0.277,-8.375,,0.897,0.862,0.118,0.641,93635,0,0
I Am The Changer,Cotton Jones,spotify:track:0BeAL5sGX7mxLNDWUJ36Ci,0.634,0.529,-10.026,,0.784,0.000805,,0.451,394840,63.07065,0
She's More,Andy Griggs,spotify:track:0bF8vEqQyvTfAMWkbP7MnY,0.679,0.528,-7.901,,0.0754,0,0.12,0.274,199733,36.15749,1
"The Beast and Dragon, Adored",Spoon,spotify:track:0BGkmV4Sjl61ct6dcmQgK7,0.677,0.51,-6.087,0.0363,0.069,0.000199,,0.423,258440,47.27295,0
Subtle Slough,Duke Ellington,spotify:track:0bgScgc0D1agQsRHYOqDYd,0.518,0.136,-17.51,,0.994,0.69,0.626,0.426,233182,37.61916,0
Soldier Of Love,Sade,spotify:track:0bgsj8kz5zWbQ6njk2Oqoz,0.775,0.572,-8.427,,0.0117,0.0291,,0.64,356653,26.77121,1
Black Opium,Exmortem,spotify:track:0BgsQslA6AdiPpc0cmcZvM,0.153,0.869,-7.811,,1.41E-06,0.747,0.177,0.0528,236278,19.37024,0
American Oxygen,Rihanna,spotify:track:0bHA8LApeZHv7ZlhVUWg8X,0.391,0.745,-6.296,0.0884,0.0497,0,0.329,0.483,320161,38.37375,1
Metal Mayhem,Doomdogs,spotify:track:0bhnqevW5bRCumexVsba37,0.368,0.822,-10.748,0.081,0.0747,0.000624,0.631,0.408,270133,48.49545,0
Photograph,J. Cole,spotify:track:0bhnUFDQFCEHCBlsQfHnj5,0.825,0.487,-6.416,,0.0299,0,0.0868,0.372,218954,42.62476,1
